# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_5689	chr11	50243803	50244317	.	515	633
peak_5690	chr11	50259679	50259969	.	291	244
peak_5691	chr11	50262115	50262387	.	273	258
peak_5692	chr11	50275440	50276284	.	845	944
peak_5693	chr11	50285305	50285599	.	295	171
peak_5694	chr11	50291882	50292826	.	945	1749
peak_5695	chr11	50325137	50326197	.	1061	2352
peak_5696	chr11	50345605	50345807	.	203	134
peak_5697	chr11	50359646	50359904	.	259	162
peak_5698	chr11	50364636	50364847	.	212	212
peak_5699	chr11	50371433	50371593	.	161	82
peak_5700	chr11	50376927	50378676	.	1750	2181
peak_5701	chr11	50415905	50416158	.	254	147
peak_5702	chr11	50430617	50431338	.	722	342
peak_5703	chr11	50431466	50431747	.	282	128
peak_5704	chr11	50827665	50827900	.	236	231
peak_5705	chr11	50841478	50841701	.	224	220
peak_5706	chr11	50887387	50887780	.	394	167
peak_5707	chr11	50915640	50916331	.	692	625
peak_5708	chr11	50931380	50931905	.	526	461
peak_5709	chr11	51059142	51059605	.	464	284
peak_5710	chr11	51262702	51263406	.	705	1089
peak_5711	chr11	51265482	51265661	.	180	128
peak_5712	chr11	51289533	51290082	.	550	470
peak_5713	chr11	51328512	51328917	.	406	364
peak_5714	chr11	51349717	51350038	.	322	450
peak_5715	chr11	51367388	51367640	.	253	144
peak_5716	chr11	51455602	51455750	.	149	48
peak_5717	chr11	51539643	51539998	.	356	732
peak_5718	chr11	51551299	51551658	.	360	224
peak_5719	chr11	51565048	51565361	.	314	278
peak_5720	chr11	51577590	51577897	.	308	162
peak_5721	chr11	51582802	51583038	.	237	285
peak_5722	chr11	51584179	51585181	.	1003	1422
peak_5723	chr11	51594778	51595294	.	517	592
peak_5724	chr11	51605784	51607330	.	1547	2132
peak_5725	chr11	51615646	51616085	.	440	387
peak_5726	chr11	51617775	51617998	.	224	155
peak_5727	chr11	51619386	51620090	.	705	1376
peak_5728	chr11	51635529	51636113	.	585	381
peak_5729	chr11	51637887	51638395	.	509	718
peak_5730	chr11	51644376	51644665	.	290	191
peak_5731	chr11	51650744	51651023	.	280	253
peak_5732	chr11	51688348	51689272	.	925	1986
peak_5733	chr11	51755983	51756792	.	810	1403
peak_5734	chr11	51763515	51763857	.	343	390
peak_5735	chr11	51805250	51805533	.	284	304
peak_5736	chr11	51809635	51809907	.	273	255
peak_5737	chr11	51817602	51818573	.	972	882
peak_5738	chr11	51833418	51833751	.	334	301
peak_5739	chr11	51855471	51856835	.	1365	892
peak_5740	chr11	51857304	51859079	.	1776	938
peak_5741	chr11	51915428	51917328	.	1901	1826
peak_5742	chr11	51921404	51922081	.	678	874
peak_5743	chr11	51925652	51925998	.	347	410
peak_5744	chr11	51926882	51927627	.	746	1309
peak_5745	chr11	51931299	51932198	.	900	1216
peak_5746	chr11	51938752	51939263	.	512	298
peak_5747	chr11	51967431	51967918	.	488	605
peak_5748	chr11	51999981	52000994	.	1014	1319
peak_5749	chr11	52004070	52004563	.	494	937
peak_5750	chr11	52043349	52043579	.	231	141
peak_5751	chr11	52046859	52047117	.	259	167
peak_5752	chr11	52076222	52076579	.	358	239
peak_5753	chr11	52079983	52080412	.	430	499
peak_5754	chr11	52098351	52098944	.	594	1474
peak_5755	chr11	52099146	52099613	.	468	192
peak_5756	chr11	52220329	52220601	.	273	158
peak_5757	chr11	52231586	52232473	.	888	739
peak_5758	chr11	52360241	52361706	.	1466	1249
peak_5759	chr11	52374419	52374638	.	220	93
peak_5760	chr11	52396142	52397197	.	1056	1048
peak_5761	chr11	52766457	52766759	.	303	227
peak_5762	chr11	53184747	53185207	.	461	467
peak_5763	chr11	53233433	53234108	.	676	566
peak_5764	chr11	53299554	53299995	.	442	400
peak_5765	chr11	53300147	53301224	.	1078	1987
peak_5766	chr11	53324523	53324774	.	252	363
peak_5767	chr11	53350332	53351210	.	879	1080
peak_5768	chr11	53351530	53351993	.	464	256
peak_5769	chr11	53411809	53412049	.	241	143
peak_5770	chr11	53430306	53431363	.	1058	1908
peak_5771	chr11	53436407	53436743	.	337	161
peak_5772	chr11	53443947	53444198	.	252	163
peak_5773	chr11	53457056	53457335	.	280	272
peak_5774	chr11	53466460	53466881	.	422	201
peak_5775	chr11	53470000	53470230	.	231	245
peak_5776	chr11	53519556	53520091	.	536	334
peak_5777	chr11	53528957	53529173	.	217	114
peak_5778	chr11	53531953	53532570	.	618	357
peak_5779	chr11	53567167	53567706	.	540	511
peak_5780	chr11	53617251	53617558	.	308	96
peak_5781	chr11	53627977	53628173	.	197	141
peak_5782	chr11	53707025	53707655	.	631	454
peak_5783	chr11	53735663	53735894	.	232	312
peak_5784	chr11	53737023	53737404	.	382	171
peak_5785	chr11	53737686	53737905	.	220	155
peak_5786	chr11	53748687	53748963	.	277	250
peak_5787	chr11	53758069	53758343	.	275	174
peak_5788	chr11	53763348	53764313	.	966	1832
peak_5789	chr11	53769711	53770806	.	1096	1796
peak_5790	chr11	53772565	53772876	.	312	260
peak_5791	chr11	53786116	53786894	.	779	288
peak_5792	chr11	53793838	53794506	.	669	417
peak_5793	chr11	53794658	53795553	.	896	1005
peak_5794	chr11	53796877	53797071	.	195	128
peak_5795	chr11	53849981	53850210	.	230	210
peak_5796	chr11	53858980	53859579	.	600	391
peak_5797	chr11	53891399	53892160	.	762	2914
peak_5798	chr11	53931062	53931659	.	598	337
peak_5799	chr11	53980007	53980641	.	635	792
peak_5800	chr11	54028005	54028291	.	287	295
peak_5801	chr11	54029061	54029290	.	230	163
peak_5802	chr11	54067787	54069145	.	1359	1320
peak_5803	chr11	54088299	54088705	.	407	424
peak_5804	chr11	54088826	54089199	.	374	329
peak_5805	chr11	54091603	54092200	.	598	592
peak_5806	chr11	54106418	54106658	.	241	121
peak_5807	chr11	54112907	54113234	.	328	199
peak_5808	chr11	54140058	54140201	.	144	82
peak_5809	chr11	54145003	54145183	.	181	135
peak_5810	chr11	54146106	54146462	.	357	146
peak_5811	chr11	54149786	54150360	.	575	425
peak_5812	chr11	54155885	54156245	.	361	639
peak_5813	chr11	54156688	54157106	.	419	106
peak_5814	chr11	54160905	54161275	.	371	280
peak_5815	chr11	54257073	54257289	.	217	277
peak_5816	chr11	54307529	54307720	.	192	112
peak_5817	chr11	54321876	54322160	.	285	227
peak_5818	chr11	54390486	54390698	.	213	121
peak_5819	chr11	54427647	54428018	.	372	151
peak_5820	chr11	54437798	54438674	.	877	1085
peak_5821	chr11	54464562	54465127	.	566	250
peak_5822	chr11	54492660	54492862	.	203	116
peak_5823	chr11	54520337	54520540	.	204	135
peak_5824	chr11	54522373	54523456	.	1084	1961
peak_5825	chr11	54533902	54534192	.	291	181
peak_5826	chr11	54534990	54535201	.	212	129
peak_5827	chr11	54617719	54617898	.	180	118
peak_5828	chr11	54635178	54635438	.	261	127
peak_5829	chr11	54691235	54691596	.	362	291
peak_5830	chr11	54703382	54703600	.	219	117
peak_5831	chr11	54727218	54727698	.	481	483
peak_5832	chr11	54736758	54736976	.	219	128
peak_5833	chr11	54778526	54778750	.	225	124
peak_5834	chr11	54786795	54788004	.	1210	1581
peak_5835	chr11	54801759	54802605	.	847	853
peak_5836	chr11	54807734	54808045	.	312	236
peak_5837	chr11	54812799	54813102	.	304	191
peak_5838	chr11	54860340	54861072	.	733	1379
peak_5839	chr11	54863087	54863261	.	175	110
peak_5840	chr11	54866219	54866996	.	778	549
peak_5841	chr11	54879472	54879713	.	242	224
peak_5842	chr11	54884464	54884740	.	277	246
peak_5843	chr11	54902764	54902975	.	212	105
peak_5844	chr11	54927830	54928019	.	190	165
peak_5845	chr11	54955655	54956462	.	808	1152
peak_5846	chr11	54957044	54957237	.	194	96
peak_5847	chr11	54962873	54963312	.	440	197
peak_5848	chr11	54965097	54965513	.	417	203
peak_5849	chr11	54972451	54972647	.	197	105
peak_5850	chr11	54975605	54976129	.	525	263
peak_5851	chr11	54998323	54998932	.	610	531
peak_5852	chr11	55008184	55008529	.	346	299
peak_5853	chr11	55022807	55023561	.	755	1029
peak_5854	chr11	55033171	55033637	.	467	600
peak_5855	chr11	55039545	55039939	.	395	370
peak_5856	chr11	55077288	55077558	.	271	188
peak_5857	chr11	55097436	55098350	.	915	3165
peak_5858	chr11	55106552	55107078	.	527	551
peak_5859	chr11	55113348	55114115	.	768	1639
peak_5860	chr11	55154521	55155383	.	863	718
peak_5861	chr11	55158845	55159092	.	248	158
peak_5862	chr11	55164847	55165045	.	199	92
peak_5863	chr11	55165836	55166058	.	223	120
peak_5864	chr11	55177161	55177388	.	228	140
peak_5865	chr11	55204152	55204567	.	416	469
peak_5866	chr11	55208087	55208809	.	723	886
peak_5867	chr11	55209704	55210113	.	410	386
peak_5868	chr11	55240646	55240910	.	265	203
peak_5869	chr11	55386500	55386786	.	287	349
peak_5870	chr11	55389874	55390050	.	177	104
peak_5871	chr11	55415173	55415417	.	245	161
peak_5872	chr11	55418164	55418430	.	267	149
peak_5873	chr11	55419603	55420106	.	504	393
peak_5874	chr11	55432804	55433438	.	635	577
peak_5875	chr11	55446685	55446924	.	240	198
peak_5876	chr11	55448237	55448484	.	248	172
peak_5877	chr11	55449333	55449933	.	601	352
peak_5878	chr11	55453443	55454008	.	566	787
peak_5879	chr11	55458284	55458518	.	235	164
peak_5880	chr11	55460886	55461605	.	720	1649
peak_5881	chr11	55463029	55463283	.	255	142
peak_5882	chr11	55468593	55470453	.	1861	4725
peak_5883	chr11	55498006	55498215	.	210	151
peak_5884	chr11	57518365	57518767	.	403	353
peak_5885	chr11	57524600	57524983	.	384	473
peak_5886	chr11	57533240	57533579	.	340	180
peak_5887	chr11	57644225	57645601	.	1377	1865
peak_5888	chr11	57673942	57674397	.	456	116
peak_5889	chr11	57686171	57686512	.	342	203
peak_5890	chr11	57727366	57727780	.	415	174
peak_5891	chr11	57801181	57801767	.	587	1102
peak_5892	chr11	57882805	57883085	.	281	121
peak_5893	chr11	57883844	57884123	.	280	93
peak_5894	chr11	57934322	57934598	.	277	179
peak_5895	chr11	57962338	57962924	.	587	519
peak_5896	chr11	57980358	57980564	.	207	138
peak_5897	chr11	58008463	58009091	.	629	813
peak_5898	chr11	58009618	58010130	.	513	222
peak_5899	chr11	58010234	58010737	.	504	611
peak_5900	chr11	58029979	58030194	.	216	95
peak_5901	chr11	58033731	58033936	.	206	100
peak_5902	chr11	58092652	58092879	.	228	248
peak_5903	chr11	58096194	58096499	.	306	285
peak_5904	chr11	58103688	58104904	.	1217	1705
peak_5905	chr11	58108082	58108280	.	199	84
peak_5906	chr11	58126468	58126718	.	251	124
peak_5907	chr11	58143743	58144031	.	289	248
peak_5908	chr11	58168077	58168646	.	570	258
peak_5909	chr11	58171442	58171948	.	507	392
peak_5910	chr11	58179636	58179888	.	253	174
peak_5911	chr11	58183653	58183891	.	239	124
peak_5912	chr11	58199216	58199704	.	489	252
peak_5913	chr11	58210944	58211434	.	491	621
peak_5914	chr11	58214712	58215253	.	542	554
peak_5915	chr11	58224361	58224649	.	289	372
peak_5916	chr11	58225696	58225911	.	216	151
peak_5917	chr11	58301776	58303056	.	1281	1467
peak_5918	chr11	58306874	58307259	.	386	465
peak_5919	chr11	58307537	58307993	.	457	207
peak_5920	chr11	58322827	58323682	.	856	1850
peak_5921	chr11	58329979	58331052	.	1074	1093
peak_5922	chr11	58604881	58605180	.	300	141
peak_5923	chr11	58636668	58636867	.	200	116
peak_5924	chr11	58846979	58847629	.	651	674
peak_5925	chr11	58867118	58867409	.	292	142
peak_5926	chr11	58903734	58904503	.	770	1258
peak_5927	chr11	58928019	58928690	.	672	924
peak_5928	chr11	58938400	58939130	.	731	919
peak_5929	chr11	58948547	58948973	.	427	201
peak_5930	chr11	58954092	58955266	.	1175	1120
peak_5931	chr11	58959137	58959635	.	499	452
peak_5932	chr11	58959972	58960508	.	537	502
peak_5933	chr11	58965102	58965395	.	294	196
peak_5934	chr11	58977256	58977686	.	431	174
peak_5935	chr11	58978063	58978874	.	812	292
peak_5936	chr11	58981949	58982367	.	419	163
peak_5937	chr11	59141855	59142185	.	331	210
peak_5938	chr11	59163260	59163999	.	740	1472
peak_5939	chr11	59191475	59192191	.	717	903
peak_5940	chr11	59202130	59202605	.	476	609
peak_5941	chr11	59208112	59208833	.	722	668
peak_5942	chr11	59209192	59209415	.	224	161
peak_5943	chr11	59212371	59212685	.	315	231
peak_5944	chr11	59221602	59221907	.	306	265
peak_5945	chr11	59226816	59227132	.	317	296
peak_5946	chr11	59227816	59228595	.	780	892
peak_5947	chr11	59229851	59230069	.	219	117
peak_5948	chr11	59230300	59230671	.	372	190
peak_5949	chr11	59248174	59248484	.	311	372
peak_5950	chr11	59302786	59303023	.	238	150
peak_5951	chr11	59449748	59450127	.	380	159
peak_5952	chr11	59472179	59472653	.	475	348
peak_5953	chr11	59506023	59506725	.	703	753
peak_5954	chr11	59514871	59515141	.	271	187
peak_5955	chr11	59518266	59518540	.	275	156
peak_5956	chr11	59525287	59525587	.	301	297
peak_5957	chr11	59526619	59527249	.	631	544
peak_5958	chr11	59538339	59538784	.	446	668
peak_5959	chr11	59541207	59541910	.	704	738
peak_5960	chr11	59542215	59542985	.	771	821
peak_5961	chr11	59543972	59544338	.	367	243
peak_5962	chr11	59554218	59554472	.	255	161
peak_5963	chr11	59554628	59555140	.	513	298
peak_5964	chr11	59562730	59563227	.	498	353
peak_5965	chr11	59624338	59624598	.	261	206
peak_5966	chr11	59637076	59637310	.	235	170
peak_5967	chr11	59662133	59662790	.	658	539
peak_5968	chr11	59778624	59778838	.	215	144
peak_5969	chr11	59809023	59810550	.	1528	1497
peak_5970	chr11	59819416	59819725	.	310	146
peak_5971	chr11	59839026	59840172	.	1147	1327
peak_5972	chr11	59847243	59847397	.	155	105
peak_5973	chr11	59847953	59848533	.	581	290
peak_5974	chr11	59902124	59902778	.	655	245
peak_5975	chr11	59947875	59948338	.	464	410
peak_5976	chr11	59965310	59965532	.	223	201
peak_5977	chr11	60045825	60046746	.	922	1291
peak_5978	chr11	60070684	60070866	.	183	123
peak_5979	chr11	60091104	60091369	.	266	174
peak_5980	chr11	60102726	60103198	.	473	248
peak_5981	chr11	60104781	60105191	.	411	294
peak_5982	chr11	60105516	60106766	.	1251	457
peak_5983	chr11	60114992	60115659	.	668	1607
peak_5984	chr11	60130541	60131009	.	469	183
peak_5985	chr11	60143125	60143384	.	260	151
peak_5986	chr11	60185908	60186352	.	445	756
peak_5987	chr11	60199721	60200056	.	336	197
peak_5988	chr11	60210275	60210713	.	439	909
peak_5989	chr11	60220271	60220913	.	643	409
peak_5990	chr11	60222719	60223310	.	592	774
peak_5991	chr11	60305528	60305914	.	387	211
peak_5992	chr11	60352497	60353499	.	1003	3574
peak_5993	chr11	60416757	60417793	.	1037	1865
peak_5994	chr11	60454415	60454696	.	282	421
peak_5995	chr11	60537013	60538761	.	1749	1716
peak_5996	chr11	60559409	60559638	.	230	138
peak_5997	chr11	60699528	60700100	.	573	457
peak_5998	chr11	60703212	60703404	.	193	127
peak_5999	chr11	60707707	60708036	.	330	164
peak_6000	chr11	60726762	60727592	.	831	628
peak_6001	chr11	60728203	60728726	.	524	838
peak_6002	chr11	60761787	60762032	.	246	253
peak_6003	chr11	60769341	60769896	.	556	689
peak_6004	chr11	60774980	60775227	.	248	209
peak_6005	chr11	60776729	60777084	.	356	413
peak_6006	chr11	60777191	60777818	.	628	1158
peak_6007	chr11	60787614	60787919	.	306	150
peak_6008	chr11	60811050	60811574	.	525	1498
peak_6009	chr11	60830404	60831082	.	679	952
peak_6010	chr11	60835198	60835616	.	419	480
peak_6011	chr11	60837708	60838367	.	660	479
peak_6012	chr11	60878088	60879795	.	1708	2421
peak_6013	chr11	60913511	60914117	.	607	497
peak_6014	chr11	60915383	60915655	.	273	162
peak_6015	chr11	60927318	60927619	.	302	482
peak_6016	chr11	60931617	60932503	.	887	1572
peak_6017	chr11	60935266	60936285	.	1020	1492
peak_6018	chr11	60953847	60954132	.	286	509
peak_6019	chr11	60962734	60963042	.	309	157
peak_6020	chr11	60975782	60976159	.	378	199
peak_6021	chr11	60979885	60980184	.	300	172
peak_6022	chr11	61005424	61005637	.	214	116
peak_6023	chr11	61028153	61028551	.	399	170
peak_6024	chr11	61029527	61029791	.	265	256
peak_6025	chr11	61042593	61042931	.	339	165
peak_6026	chr11	61043721	61043960	.	240	194
peak_6027	chr11	61104388	61104596	.	209	194
peak_6028	chr11	61108773	61109386	.	614	412
peak_6029	chr11	61116101	61116506	.	406	186
peak_6030	chr11	61142316	61142620	.	305	303
peak_6031	chr11	61174257	61175656	.	1400	4477
peak_6032	chr11	61193481	61193692	.	212	191
peak_6033	chr11	61266672	61267581	.	910	1426
peak_6034	chr11	61407603	61408665	.	1063	749
peak_6035	chr11	61417974	61418169	.	196	134
peak_6036	chr11	61493829	61494861	.	1033	1936
peak_6037	chr11	61499200	61499643	.	444	236
peak_6038	chr11	61504723	61505257	.	535	491
peak_6039	chr11	61529304	61529698	.	395	295
peak_6040	chr11	61564673	61564925	.	253	145
peak_6041	chr11	61579328	61579885	.	558	611
peak_6042	chr11	61642020	61642515	.	496	283
peak_6043	chr11	61647178	61647451	.	274	146
peak_6044	chr11	61648327	61648600	.	274	157
peak_6045	chr11	61652794	61653581	.	788	718
peak_6046	chr11	61654767	61655110	.	344	124
peak_6047	chr11	61658877	61659521	.	645	493
peak_6048	chr11	61660820	61661297	.	478	253
peak_6049	chr11	61666075	61666260	.	186	91
peak_6050	chr11	61684285	61684499	.	215	139
peak_6051	chr11	61693403	61693635	.	233	136
peak_6052	chr11	61714694	61714913	.	220	172
peak_6053	chr11	61727913	61728609	.	697	656
peak_6054	chr11	61743797	61744280	.	484	502
peak_6055	chr11	61749229	61749555	.	327	341
peak_6056	chr11	61750208	61750408	.	201	120
peak_6057	chr11	61751716	61751927	.	212	169
peak_6058	chr11	61760566	61760955	.	390	235
peak_6059	chr11	61761733	61762318	.	586	1079
peak_6060	chr11	61774818	61775284	.	467	393
peak_6061	chr11	61793375	61793895	.	521	664
peak_6062	chr11	61794868	61795118	.	251	125
peak_6063	chr11	61839059	61839549	.	491	187
peak_6064	chr11	61853916	61855429	.	1514	1490
peak_6065	chr11	61861605	61862186	.	582	443
peak_6066	chr11	61929977	61930583	.	607	1261
peak_6067	chr11	61930708	61931220	.	513	228
peak_6068	chr11	61956649	61956869	.	221	282
peak_6069	chr11	62004927	62005897	.	971	768
peak_6070	chr11	62013554	62013797	.	244	129
peak_6071	chr11	62019863	62020191	.	329	234
peak_6072	chr11	62076610	62077157	.	548	478
peak_6073	chr11	62079546	62079844	.	299	192
peak_6074	chr11	62103498	62103847	.	350	333
peak_6075	chr11	62118584	62118980	.	397	231
peak_6076	chr11	62221084	62221514	.	431	474
peak_6077	chr11	62223990	62224227	.	238	214
peak_6078	chr11	62280623	62281837	.	1215	1524
peak_6079	chr11	62457016	62457836	.	821	761
peak_6080	chr11	62458072	62458748	.	677	390
peak_6081	chr11	62538718	62539325	.	608	226
peak_6082	chr11	62549745	62550177	.	433	312
peak_6083	chr11	62550355	62550598	.	244	152
peak_6084	chr11	62550779	62551957	.	1179	1832
peak_6085	chr11	62574249	62574601	.	353	193
peak_6086	chr11	62575355	62575628	.	274	229
peak_6087	chr11	62575736	62577089	.	1354	1180
peak_6088	chr11	62602558	62603561	.	1004	1951
peak_6089	chr11	62609074	62609394	.	321	245
peak_6090	chr11	62613734	62614014	.	281	391
peak_6091	chr11	62636919	62637155	.	237	102
peak_6092	chr11	62642914	62643255	.	342	192
peak_6093	chr11	62646078	62646796	.	719	557
peak_6094	chr11	62648375	62649278	.	904	783
peak_6095	chr11	62653679	62653872	.	194	72
peak_6096	chr11	62675771	62676069	.	299	627
peak_6097	chr11	62693379	62693595	.	217	155
peak_6098	chr11	62731353	62732042	.	690	412
peak_6099	chr11	62744200	62744376	.	177	116
peak_6100	chr11	62749510	62750041	.	532	371
peak_6101	chr11	62756774	62757191	.	418	575
peak_6102	chr11	62788968	62789602	.	635	254
peak_6103	chr11	62810449	62810726	.	278	131
peak_6104	chr11	62820234	62820526	.	293	155
peak_6105	chr11	62821889	62822094	.	206	92
peak_6106	chr11	62846960	62847399	.	440	193
peak_6107	chr11	62847845	62848141	.	297	289
peak_6108	chr11	62879081	62879965	.	885	1779
peak_6109	chr11	62901793	62901984	.	192	121
peak_6110	chr11	62921129	62921343	.	215	122
peak_6111	chr11	62997579	62998200	.	622	521
peak_6112	chr11	63014502	63015019	.	518	521
peak_6113	chr11	63020387	63021083	.	697	818
peak_6114	chr11	63026617	63027004	.	388	338
peak_6115	chr11	63045827	63046229	.	403	273
peak_6116	chr11	63046361	63046841	.	481	1577
peak_6117	chr11	63051048	63051650	.	603	1283
peak_6118	chr11	63059910	63060272	.	363	301
peak_6119	chr11	63090965	63091437	.	473	297
peak_6120	chr11	63097343	63097560	.	218	113
peak_6121	chr11	63129434	63129797	.	364	154
peak_6122	chr11	63131312	63131889	.	578	596
peak_6123	chr11	63132513	63133288	.	776	417
peak_6124	chr11	63135610	63136583	.	974	1160
peak_6125	chr11	63138746	63139053	.	308	167
peak_6126	chr11	63151675	63152173	.	499	520
peak_6127	chr11	63165173	63165384	.	212	170
peak_6128	chr11	63230837	63231093	.	257	270
peak_6129	chr11	63897999	63898224	.	226	146
peak_6130	chr11	63898628	63899079	.	452	269
peak_6131	chr11	63906513	63907113	.	601	356
peak_6132	chr11	63908562	63908955	.	394	243
peak_6133	chr11	63914355	63914709	.	355	303
peak_6134	chr11	63920573	63920947	.	375	207
peak_6135	chr11	63921831	63922657	.	827	1714
peak_6136	chr11	63923532	63923763	.	232	167
peak_6137	chr11	63925193	63925693	.	501	420
peak_6138	chr11	64079359	64079785	.	427	393
peak_6139	chr11	64434889	64435376	.	488	366
peak_6140	chr11	64610796	64611041	.	246	157
